Epoch,Net Sparsity
1,0.9955360522331567
2,0.9961866010598032
3,0.9961960635881908
4,0.9961960635881908
5,0.9961984292202877
6,0.9962268168054504
7,0.9962268168054504
8,0.996238644965935
9,0.9962717638152915
10,0.9962954201362604
11,0.9992879447388342
12,0.9993731074943225
13,0.9996167676003028
14,0.9996617146101439
15,0.9997232210446632
16,0.9997610711582134
17,0.9997752649507948
18,0.9997847274791825
19,0.9998012869038607
20,0.9998060181680545
21,0.9998154806964421
22,0.9998202119606359
23,0.9998273088569266
24,0.9998296744890235
25,0.9998344057532172
26,0.999839137017411
27,0.9998438682816049
28,0.9998438682816049
29,0.9998438682816049
30,0.9998438682816049
