Epoch,Net Sparsity
1,0.9990195234218436
2,0.9990302871367736
3,0.9990302871367736
4,0.9990322441758517
5,0.9990400723321643
6,0.9990449649298597
7,0.9990459434493988
8,0.9990762775551102
9,0.9990899768286573
10,0.9991046546217435
11,0.9991046546217435
12,0.9991085686998998
13,0.9991085686998998
14,0.9991124827780561
15,0.9991154183366734
16,0.9991252035320641
17,0.9991271605711423
18,0.9991291176102205
19,0.9991340102079158
20,0.9991379242860722
21,0.9991408598446894
22,0.9991408598446894
23,0.9991418383642284
24,0.9991428168837675
25,0.9991447739228457
26,0.9991467309619239
27,0.999148688001002
28,0.999148688001002
29,0.999148688001002
30,0.999148688001002
