Epoch,Net Sparsity
1,0.9956262550200803
2,0.9956764558232932
3,0.9957423443775101
4,0.9957643072289156
5,0.9957925451807229
6,0.9958082329317269
7,0.9958584337349398
8,0.9958929467871486
9,0.9958929467871486
10,0.9958960843373494
11,0.995902359437751
12,0.9959054969879518
13,0.9959054969879518
14,0.9959086345381526
15,0.9959117720883535
16,0.995918047188755
17,0.995918047188755
18,0.9959243222891566
19,0.9959274598393574
20,0.9959305973895582
21,0.995933734939759
22,0.995933734939759
23,0.995933734939759
24,0.995933734939759
25,0.995933734939759
26,0.995933734939759
27,0.995933734939759
28,0.995933734939759
29,0.995933734939759
30,0.9959400100401606
